val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9
649,366,488,393,178,520,953,514,85,928,7,2,4,3,1,6,9,5,0,8
914,24,779,307,761,55,716,597,990,20,8,1,7,3,6,2,5,4,9,0
750,302,366,538,208,995,740,111,94,291,8,4,5,6,2,9,7,1,0,3
6,133,130,119,517,773,794,432,383,493,0,3,2,1,7,8,9,5,4,6
292,942,362,458,406,995,241,839,541,236,2,8,3,5,4,9,1,7,6,0
776,893,534,544,523,853,88,781,410,173,6,9,4,5,3,8,0,7,2,1
956,181,400,628,376,119,958,670,409,905,8,1,3,5,2,0,9,6,4,7
36,158,777,561,690,448,433,420,762,958,0,1,8,5,6,4,3,2,7,9
745,557,454,236,792,551,766,581,118,721,7,4,2,1,9,3,8,5,0,6
140,333,447,252,651,182,997,556,85,403,1,4,6,3,8,2,9,7,0,5
280,751,64,86,994,117,699,383,820,146,4,7,0,1,9,2,6,5,8,3
789,850,311,885,862,446,856,204,107,646,5,6,2,9,8,3,7,1,0,4
352,778,361,238,914,655,849,437,472,205,2,7,3,1,9,6,8,4,5,0
123,188,518,417,966,52,941,24,40,413,3,4,7,6,9,2,8,0,1,5
477,88,875,569,844,346,358,325,29,134,6,1,9,7,8,4,5,3,0,2
728,12,828,707,9,323,471,579,23,772,7,1,9,6,0,3,4,5,2,8
153,65,639,777,750,48,49,564,558,384,3,2,7,9,8,0,1,6,5,4
290,783,749,59,697,159,58,1,243,188,6,9,8,2,7,3,1,0,5,4
44,75,602,175,936,445,69,911,853,760,0,2,5,3,9,4,1,8,7,6
937,79,827,835,800,202,253,551,870,795,9,0,6,7,5,1,2,3,8,4
663,116,108,350,227,957,909,581,242,252,7,1,0,5,2,9,8,6,3,4
858,792,937,133,56,489,982,820,657,55,7,5,8,2,1,3,9,6,4,0
385,827,993,883,265,483,52,292,543,257,4,7,9,8,2,5,0,3,6,1
366,902,90,966,863,204,560,750,664,971,2,7,0,8,6,1,3,5,4,9
978,167,911,285,571,553,462,567,420,402,9,0,8,1,7,5,4,6,3,2
707,755,944,457,859,199,872,418,147,349,5,6,9,4,7,1,8,3,0,2
461,560,325,927,473,855,484,757,191,834,2,5,1,9,3,8,4,6,0,7
843,143,496,875,332,959,363,707,320,751,7,0,4,8,2,9,3,5,1,6
932,138,680,798,620,564,883,297,457,863,9,0,5,6,4,3,8,1,2,7
250,747,873,968,359,410,19,725,280,441,1,7,8,9,3,4,0,6,2,5
561,121,929,428,445,642,282,673,594,245,5,0,9,3,4,7,2,8,6,1
552,856,654,850,257,491,981,33,940,895,3,6,4,5,1,2,9,0,8,7
411,53,740,658,268,626,508,971,588,833,2,0,7,6,1,5,3,9,4,8
986,112,972,690,672,594,255,214,290,271,9,0,8,7,6,5,2,1,4,3
664,816,363,333,886,20,572,294,154,702,6,8,4,3,9,0,5,2,1,7
697,375,849,981,762,987,48,226,743,380,4,2,7,8,6,9,0,1,5,3
873,15,65,913,971,532,923,928,450,490,5,0,1,6,9,4,7,8,2,3
998,873,982,601,736,495,347,333,957,309,9,6,8,4,5,3,2,1,7,0
988,144,82,858,747,54,152,844,792,576,9,2,1,8,5,0,3,7,6,4
283,911,388,549,586,903,265,366,109,12,3,9,5,6,7,8,2,4,1,0
914,493,175,463,331,694,940,364,874,682,8,4,0,3,1,6,9,2,7,5
744,239,112,452,705,523,74,776,403,526,8,2,1,4,7,5,0,9,3,6
413,317,455,628,938,639,405,46,66,752,4,2,5,6,9,7,3,0,1,8
189,233,397,666,601,475,61,698,341,501,1,2,4,8,7,5,0,9,3,6
578,657,984,766,389,460,275,98,565,302,6,7,9,8,3,4,1,0,5,2
912,514,407,317,299,956,530,621,209,792,8,4,3,2,1,9,5,6,0,7
908,610,293,92,241,954,943,892,362,207,7,5,3,0,2,9,8,6,4,1
674,204,250,89,268,837,846,596,305,553,7,1,2,0,3,8,9,6,4,5
105,399,269,733,534,374,282,218,595,318,0,6,2,9,7,5,3,1,8,4
974,834,697,683,390,145,256,407,398,949,9,7,6,5,2,0,1,4,3,8
740,104,661,917,631,193,170,316,682,82,8,1,6,9,5,3,2,4,7,0
710,812,788,424,873,706,95,193,849,431,5,7,6,2,9,4,0,1,8,3
262,955,720,490,789,396,868,129,207,320,2,9,6,5,7,4,8,0,1,3
512,626,882,825,137,441,883,0,89,310,5,6,8,7,2,4,9,0,1,3
328,197,404,92,224,917,508,356,20,482,4,2,6,1,3,9,8,5,0,7
613,279,570,992,872,899,119,970,880,543,4,1,3,9,5,7,0,8,6,2
130,283,736,928,128,64,497,309,285,338,2,3,8,9,1,0,7,5,4,6
482,703,775,722,931,710,505,286,354,375,3,5,8,7,9,6,4,0,1,2
735,650,888,991,598,719,864,575,734,430,6,3,8,9,2,4,7,1,5,0
320,66,880,474,630,243,955,708,519,217,3,0,8,4,6,2,9,7,5,1
32,333,80,393,999,479,662,121,222,268,0,5,1,6,9,7,8,2,3,4
681,546,992,305,954,201,45,258,515,143,7,6,9,4,8,2,0,3,5,1
458,964,590,170,809,27,279,655,19,930,4,9,5,2,7,1,3,6,0,8
377,255,539,813,90,618,902,959,503,791,2,1,4,7,0,5,8,9,3,6
890,643,8,833,268,572,375,81,240,46,9,7,0,8,4,6,5,2,3,1
526,598,14,193,442,205,561,97,725,675,5,7,0,2,4,3,6,1,9,8
492,319,4,895,194,573,670,926,58,867,4,3,0,8,2,5,6,9,1,7
34,109,677,528,203,605,413,211,958,337,0,1,8,6,2,7,5,3,9,4
470,721,496,294,245,259,259,223,97,662,6,9,7,5,2,3,4,1,0,8
52,428,901,753,917,810,363,926,854,757,0,2,7,3,8,5,1,9,6,4
320,950,44,341,66,403,231,974,639,58,4,8,0,5,2,6,3,9,7,1
719,373,195,115,89,97,63,24,88,246,9,8,6,5,3,4,1,0,2,7
559,170,553,283,153,743,251,665,907,455,6,1,5,3,0,8,2,7,9,4
258,801,212,580,683,922,595,762,911,560,1,7,0,3,5,9,4,6,8,2
641,602,295,619,166,398,64,990,971,924,6,4,2,5,1,3,0,9,8,7
820,209,141,465,438,992,926,892,703,706,6,1,0,3,2,9,8,7,4,5
500,741,865,51,366,56,245,844,850,381,5,6,9,0,3,1,2,7,8,4
815,663,506,714,168,391,218,98,527,844,8,6,4,7,1,3,2,0,5,9
32,343,39,819,767,643,506,965,983,649,0,2,1,7,6,4,3,8,9,5
416,246,129,568,920,84,127,322,252,583,6,3,2,7,9,0,1,5,4,8
549,830,393,105,363,397,406,765,727,340,6,9,3,0,2,4,5,8,7,1
551,740,989,340,155,239,870,110,628,324,5,7,9,4,1,2,8,0,6,3
670,109,254,101,164,396,159,671,957,601,7,1,4,0,3,5,2,8,9,6
218,433,516,320,112,267,409,725,23,859,2,6,7,4,1,3,5,8,0,9
579,736,185,762,502,477,777,111,643,580,4,7,1,8,3,2,9,0,6,5
795,393,816,966,689,10,173,141,212,788,7,4,8,9,5,0,2,1,3,6
331,897,357,176,194,955,9,720,97,224,5,8,6,2,3,9,0,7,1,4
143,902,385,121,847,910,77,323,241,745,2,8,5,1,7,9,0,4,3,6
771,619,996,452,757,243,910,946,541,472,6,4,9,1,5,0,7,8,3,2
519,243,108,935,241,891,19,964,548,450,5,3,1,8,2,7,0,9,6,4
829,924,164,476,455,717,937,739,795,588,7,8,0,2,1,4,9,5,6,3
838,782,637,370,364,583,781,517,959,538,8,7,5,1,0,4,6,2,9,3
165,527,43,386,26,128,338,426,103,537,4,8,1,6,0,3,5,7,2,9
3,460,887,880,770,105,441,415,893,412,0,5,8,7,6,1,4,3,9,2
68,990,747,262,21,170,865,416,555,63,2,9,7,4,0,3,8,5,6,1
154,477,676,469,290,445,540,946,768,950,0,4,6,3,1,2,5,8,7,9
387,933,636,872,209,512,432,400,927,108,2,9,6,7,1,5,4,3,8,0
671,825,987,368,284,180,795,790,10,113,5,8,9,4,3,2,7,6,0,1
873,13,616,138,630,89,478,597,808,746,9,0,5,2,6,1,3,4,8,7
988,984,314,515,969,254,664,781,36,445,9,8,2,4,7,1,5,6,0,3
630,136,225,873,874,533,621,868,414,618,6,0,1,8,9,3,5,7,2,4
748,599,888,112,239,661,686,714,855,270,7,3,9,0,1,4,5,6,8,2
659,329,831,302,266,135,950,23,842,256,6,5,7,4,3,1,9,0,8,2
193,814,22,838,983,234,231,662,472,656,1,7,0,8,9,3,2,6,4,5
957,895,285,578,170,688,85,958,702,647,8,7,2,3,1,5,0,9,6,4
50,753,720,824,746,130,322,135,894,326,0,7,5,8,6,1,3,2,9,4
375,129,695,280,51,551,73,649,790,255,5,2,8,4,0,6,1,7,9,3
677,344,694,459,136,57,42,456,439,488,8,3,9,6,2,1,0,5,4,7
914,11,475,32,758,239,866,173,264,794,9,0,5,1,6,3,8,2,4,7
345,397,602,222,952,92,475,552,210,583,3,4,8,2,9,0,5,6,1,7
533,125,274,335,531,176,149,605,932,697,6,0,3,4,5,2,1,7,9,8
404,889,173,593,512,853,213,887,537,258,3,9,0,6,4,7,1,8,5,2
537,929,123,555,928,384,778,987,972,968,2,6,0,3,5,1,4,9,8,7
88,683,995,26,815,219,303,854,953,29,2,5,9,0,6,3,4,7,8,1
572,765,313,790,78,401,549,217,688,526,6,8,2,9,0,3,5,1,7,4
397,263,793,623,536,371,806,180,516,857,3,1,7,6,5,2,8,0,4,9
732,224,267,265,90,13,486,727,220,28,9,4,6,5,2,0,7,8,3,1
425,989,93,124,20,271,322,973,784,478,5,9,1,2,0,3,4,8,7,6
665,905,474,126,66,304,411,849,413,350,7,9,6,1,0,2,4,8,5,3
892,918,632,487,41,589,256,343,395,845,8,9,6,4,0,5,1,2,3,7
353,518,132,605,839,839,241,463,600,979,2,4,0,6,7,8,1,3,5,9
39,117,144,224,554,968,486,781,43,604,0,2,3,4,6,9,5,8,1,7
818,864,429,974,750,110,873,154,11,257,6,7,4,9,5,1,8,2,0,3
879,379,993,900,339,241,79,478,223,307,7,5,9,8,4,2,0,6,1,3
383,970,923,45,211,241,743,455,707,716,3,9,8,0,1,2,7,4,5,6
600,346,197,814,633,606,982,39,3,939,4,3,2,7,6,5,9,1,0,8
603,223,650,557,736,452,957,676,726,453,4,0,5,3,8,1,9,6,7,2
417,568,816,546,415,437,187,528,445,835,2,7,8,6,1,3,0,5,4,9
738,534,982,29,421,281,901,953,867,231,5,4,9,0,3,2,7,8,6,1
734,47,275,958,726,352,890,839,521,134,6,0,2,9,5,3,8,7,4,1
296,327,748,568,27,972,311,528,597,34,2,4,8,6,0,9,3,5,7,1
721,757,804,702,906,62,584,997,707,655,5,6,7,3,8,0,1,9,4,2
211,42,203,961,15,126,314,711,674,11,5,2,4,9,1,3,6,8,7,0
306,24,580,757,36,143,486,781,867,975,3,0,5,6,1,2,4,7,8,9
801,329,963,286,115,10,657,383,676,355,8,3,9,2,1,0,6,5,7,4
838,127,78,644,661,932,582,313,261,695,8,1,0,5,6,9,4,3,2,7
692,626,474,825,735,706,627,413,849,821,4,2,1,8,6,5,3,0,9,7
943,206,908,715,801,780,916,316,460,284,9,0,7,4,6,5,8,2,3,1
585,850,324,886,862,139,697,96,746,971,3,6,2,8,7,1,4,0,5,9
870,868,465,497,164,62,859,641,437,134,9,8,4,5,2,0,7,6,3,1
590,394,795,734,911,340,127,558,783,539,5,2,8,6,9,1,0,4,7,3
111,749,126,787,70,696,111,647,132,34,2,8,4,9,1,7,3,6,5,0
452,152,404,508,922,599,296,364,845,934,4,0,3,5,8,6,1,2,7,9
68,33,236,226,137,141,974,445,709,808,1,0,5,4,2,3,9,6,7,8
789,427,706,824,169,475,776,466,617,2,8,2,6,9,1,4,7,3,5,0
770,185,973,836,658,981,862,137,666,892,4,1,8,5,2,9,6,0,3,7
174,617,63,16,336,487,757,120,347,351,3,8,1,0,4,7,9,2,5,6
778,442,897,827,290,817,228,458,741,498,6,2,9,8,1,7,0,3,5,4
4,484,386,724,641,818,330,40,893,474,0,5,3,7,6,8,2,1,9,4
350,168,428,213,293,668,681,775,647,880,3,0,4,1,2,6,7,8,5,9
226,768,660,116,126,47,361,687,685,293,3,9,6,1,2,0,5,8,7,4
108,552,213,878,350,266,26,800,519,271,1,7,2,9,5,3,0,8,6,4
881,986,568,632,420,877,620,845,729,193,8,9,2,4,1,7,3,6,5,0
161,56,816,359,972,322,574,181,989,185,1,0,7,5,8,4,6,2,9,3
415,53,43,673,286,413,92,373,88,644,7,1,0,9,4,6,3,5,2,8
276,60,259,811,525,633,559,981,253,743,3,0,2,8,4,6,5,9,1,7
583,925,839,654,296,748,594,334,833,121,3,9,8,5,1,6,4,2,7,0
492,889,780,169,885,888,950,534,249,830,2,8,4,0,6,7,9,3,1,5
49,703,303,935,746,926,896,822,29,280,1,4,3,9,5,8,7,6,0,2
990,632,342,217,515,343,465,964,255,566,9,7,2,0,5,3,4,8,1,6
914,608,524,165,471,268,911,435,942,272,8,6,5,0,4,1,7,3,9,2
793,416,39,274,496,412,572,777,441,665,9,3,0,1,5,2,6,8,4,7
605,310,970,637,471,837,277,983,528,67,5,2,8,6,3,7,1,9,4,0
695,190,320,919,977,879,450,87,573,768,5,1,2,8,9,7,3,0,4,6
230,308,438,557,630,648,300,767,568,407,0,2,4,5,7,8,1,9,6,3
416,207,61,39,272,233,830,12,951,354,7,3,2,1,5,4,8,0,9,6
859,358,293,700,425,396,986,693,276,278,8,3,2,7,5,4,9,6,0,1
153,109,137,653,395,442,355,654,774,918,2,0,1,6,4,5,3,7,8,9
744,774,833,11,913,437,399,817,808,545,4,5,8,0,9,2,1,7,6,3
957,23,709,339,574,826,108,631,643,47,9,0,7,3,4,8,2,5,6,1
656,268,161,899,828,406,14,355,238,913,6,3,1,8,7,5,0,4,2,9
333,275,368,116,28,252,163,305,147,491,7,5,8,1,0,4,3,6,2,9
926,925,516,969,290,87,49,630,771,576,8,7,3,9,2,1,0,5,6,4
401,764,248,314,450,271,688,598,986,320,4,8,0,2,5,1,7,6,9,3
299,232,99,951,670,820,140,10,237,605,5,3,1,9,7,8,2,0,4,6
760,54,679,923,580,534,868,276,114,60,7,0,6,9,5,4,8,3,2,1
23,853,511,473,826,344,57,82,102,730,0,9,6,5,8,4,1,2,3,7
511,547,689,617,191,565,169,500,829,14,4,5,8,7,2,6,1,3,9,0
140,221,48,686,989,88,117,64,148,566,4,6,0,8,9,2,3,1,5,7
358,957,187,101,960,822,746,76,323,234,5,8,2,1,9,7,6,0,4,3
127,602,364,877,849,267,277,364,673,815,0,5,3,9,8,1,2,4,6,7
900,980,330,830,581,335,676,261,665,274,8,9,2,7,4,3,6,0,5,1
777,993,930,909,745,744,525,102,206,36,6,9,8,7,5,4,3,1,2,0
466,414,906,909,368,711,856,760,8,667,3,2,8,9,1,5,7,6,0,4
623,658,761,138,734,183,786,914,407,704,3,4,7,0,6,1,8,9,2,5
184,939,445,762,516,687,445,38,767,987,1,8,2,6,4,5,3,0,7,9
863,310,696,518,378,648,567,693,481,344,9,0,8,4,2,6,5,7,3,1
488,379,113,725,87,692,532,263,988,666,4,3,1,8,0,7,5,2,9,6
652,386,973,917,952,111,156,779,269,993,4,3,8,6,7,0,1,5,2,9
145,631,239,725,480,15,166,49,807,353,2,7,4,8,6,0,3,1,9,5
78,248,582,128,616,75,16,760,752,605,2,4,5,3,7,1,0,9,8,6
863,407,396,869,388,923,755,23,439,793,7,3,2,8,1,9,5,0,4,6
286,910,717,852,595,555,271,333,545,671,1,9,7,8,5,4,0,2,3,6
15,376,202,945,942,191,102,634,457,521,0,4,3,9,8,2,1,7,5,6
464,963,460,537,64,942,306,149,142,183,6,9,5,7,0,8,4,2,1,3
45,203,693,9,802,345,101,988,686,255,1,3,7,0,8,5,2,9,6,4
805,887,476,285,323,786,900,128,435,729,7,8,4,1,2,6,9,0,3,5
181,642,978,245,352,734,718,596,141,239,1,6,9,3,4,8,7,5,0,2
386,80,182,904,366,321,504,115,47,698,6,1,3,9,5,4,7,2,0,8
739,102,968,112,431,459,169,736,987,187,7,0,8,1,4,5,2,6,9,3
399,138,425,796,67,639,575,882,676,703,2,1,3,8,0,5,4,9,6,7
447,362,74,469,105,424,457,780,349,607,5,3,0,7,1,4,6,9,2,8
289,807,136,473,513,1,483,899,121,704,3,8,2,4,6,0,5,9,1,7
471,126,880,360,800,463,861,413,170,321,6,0,9,3,7,5,8,4,1,2
214,910,369,138,248,844,148,679,554,670,2,9,4,0,3,8,1,7,5,6
540,675,385,828,239,229,655,397,838,78,5,7,3,8,2,1,6,4,9,0
771,735,49,343,963,625,673,614,284,215,8,7,0,3,9,5,6,4,2,1
925,866,20,967,6,192,859,766,15,720,8,7,2,9,0,3,6,5,1,4
145,534,748,151,32,440,709,774,592,725,1,4,8,2,0,3,6,9,5,7
197,57,79,293,217,605,741,982,118,561,3,0,1,5,4,7,8,9,2,6
248,467,460,220,585,880,598,734,411,914,1,4,3,0,5,8,6,7,2,9
694,969,154,436,796,678,539,631,227,10,7,9,1,3,8,6,4,5,2,0
959,742,500,835,955,183,988,454,340,336,8,5,4,6,7,0,9,3,2,1
733,51,810,262,481,185,940,549,254,662,7,0,8,3,4,1,9,5,2,6
674,56,839,139,936,622,250,616,956,857,5,0,6,1,8,4,2,3,9,7
324,947,828,242,566,946,539,91,953,592,2,8,6,1,4,7,3,0,9,5
321,436,440,707,122,28,967,729,878,861,2,3,4,5,1,0,9,6,8,7
741,811,46,216,61,968,58,699,407,827,6,7,0,3,2,9,1,5,4,8
300,372,750,888,471,349,101,689,255,848,2,4,7,9,5,3,0,6,1,8
317,676,316,159,540,992,667,126,81,17,5,8,4,3,6,9,7,2,1,0
52,170,743,720,359,221,799,645,175,559,0,1,8,7,4,3,9,6,2,5
998,603,676,498,4,159,15,690,425,682,9,5,6,4,0,2,1,8,3,7
753,25,295,624,670,666,995,3,578,150,8,1,3,5,7,6,9,0,4,2
216,923,884,59,519,792,313,961,105,199,3,8,7,0,5,6,4,9,1,2
568,257,294,825,792,631,124,683,176,0,5,3,4,9,8,6,1,7,2,0
890,729,357,340,917,754,628,545,5,263,8,6,3,2,9,7,5,4,0,1
513,841,763,412,796,234,927,264,201,745,4,8,6,3,7,1,9,2,0,5
749,18,948,203,140,931,923,500,429,33,6,0,9,3,2,8,7,5,4,1
307,693,514,90,555,673,763,970,334,154,2,7,4,0,5,6,8,9,3,1
836,414,153,100,78,77,54,621,157,254,9,7,4,3,2,1,0,8,5,6
702,672,830,573,451,764,213,121,159,310,7,6,9,5,4,8,2,0,1,3
877,739,111,822,523,767,311,803,291,563,9,5,0,8,3,6,2,7,1,4
121,40,914,264,642,404,974,67,556,428,2,0,8,3,7,4,9,1,6,5
526,698,113,667,223,901,150,583,230,943,4,7,0,6,2,8,1,5,3,9
604,624,679,723,975,689,923,573,789,412,2,3,4,6,9,5,8,1,7,0
103,792,412,913,298,781,224,949,473,609,0,7,3,8,2,6,1,9,4,5
879,413,572,605,983,820,181,868,479,234,8,2,4,5,9,6,0,7,3,1
3,107,828,388,886,574,402,967,411,970,0,1,6,2,7,5,3,8,4,9
246,750,337,285,270,251,636,583,944,574,0,8,4,3,2,1,7,6,9,5
73,405,472,730,453,202,154,484,634,950,0,3,5,8,4,2,1,6,7,9
880,497,663,118,636,593,554,171,141,140,9,4,8,0,7,6,5,3,2,1
74,892,523,159,784,590,776,309,152,119,0,9,5,3,8,6,7,4,2,1
566,734,599,803,185,535,259,899,202,927,4,6,5,7,0,3,2,8,1,9
800,308,662,13,33,886,668,266,431,82,8,4,6,0,1,9,7,3,5,2
393,44,817,129,744,815,676,24,790,288,4,1,9,2,6,8,5,0,7,3
158,901,208,883,994,706,875,22,214,823,1,8,2,7,9,4,6,0,3,5
89,388,780,756,352,868,420,262,388,466,0,3,8,7,2,9,5,1,4,6
219,397,334,481,515,212,705,737,827,531,1,3,2,4,5,0,7,8,9,6
147,790,326,501,515,461,376,375,298,935,0,8,2,6,7,5,4,3,1,9
277,402,468,640,217,915,212,377,262,242,4,6,7,8,1,9,0,5,3,2
561,463,707,171,95,997,925,478,130,299,6,4,7,2,0,9,8,5,1,3
296,932,154,778,281,914,230,199,76,312,5,9,1,7,4,8,3,2,0,6
633,644,311,143,141,146,174,411,53,651,7,8,5,2,1,3,4,6,0,9
620,936,835,870,812,297,578,720,599,22,4,9,7,8,6,1,2,5,3,0
502,120,505,944,460,528,528,0,183,452,5,1,6,9,4,7,8,0,2,3
341,722,811,101,16,737,118,545,492,722,3,6,9,1,0,8,2,5,4,7
472,780,507,362,570,764,765,238,881,325,3,8,4,2,5,6,7,0,9,1
706,129,986,639,366,90,514,467,825,699,7,1,9,5,2,0,4,3,8,6
593,310,190,615,115,355,339,670,646,268,6,3,1,7,0,5,4,9,8,2
923,383,5,501,682,552,611,928,808,474,8,1,0,3,6,4,5,9,7,2
656,967,998,872,134,734,525,422,664,849,3,8,9,7,0,5,2,1,4,6
727,755,175,575,395,664,274,889,586,482,7,8,0,4,2,6,1,9,5,3
520,116,768,469,508,262,721,820,160,616,5,0,8,3,4,2,7,9,1,6
746,392,726,925,232,83,899,938,748,804,4,2,3,8,1,0,7,9,5,6
659,477,225,566,991,446,318,821,139,46,7,5,2,6,9,4,3,8,1,0
685,825,268,475,287,768,478,609,801,257,6,9,1,3,2,7,4,5,8,0
372,301,682,726,344,334,443,567,301,105,5,1,8,9,4,3,6,7,2,0
999,630,668,753,645,715,863,384,905,894,9,1,3,5,2,4,6,0,8,7
334,751,708,639,772,10,364,34,784,11,3,7,6,5,8,0,4,2,9,1
714,97,221,94,321,78,139,247,332,493,9,2,4,1,6,0,3,5,7,8
761,853,674,891,697,620,469,428,757,745,7,8,3,9,4,2,1,0,6,5
955,296,73,628,80,495,243,236,179,117,9,6,0,8,1,7,5,4,3,2
321,795,436,313,134,316,204,542,158,600,5,9,6,3,0,4,2,7,1,8
578,179,619,976,847,293,991,899,558,527,4,0,5,8,6,1,9,7,3,2
704,515,131,740,200,22,565,59,693,722,7,4,2,9,3,0,5,1,6,8
920,632,256,350,103,510,340,775,792,436,9,6,1,3,0,5,2,7,8,4
974,98,177,380,107,624,279,881,12,983,8,1,3,5,2,6,4,7,0,9
431,389,446,261,43,33,154,316,909,509,6,5,7,3,1,0,2,4,9,8
12,37,594,967,925,468,608,589,172,623,0,1,5,9,8,3,6,4,2,7
431,8,733,573,988,299,155,209,331,922,5,0,7,6,9,3,1,2,4,8
303,185,407,307,312,30,220,71,635,968,4,2,7,5,6,0,3,1,8,9
934,977,964,15,811,633,511,987,857,95,6,8,7,0,4,3,2,9,5,1
347,6,432,322,574,775,264,436,187,946,4,0,5,3,7,8,2,6,1,9
6,522,700,127,716,594,204,276,239,659,0,5,8,1,9,6,2,4,3,7
600,829,39,569,439,242,121,42,914,784,6,8,0,5,4,3,2,1,9,7
950,910,26,578,744,676,110,301,743,993,8,7,0,3,6,4,1,2,5,9
354,872,554,238,968,201,363,262,20,191,5,8,7,3,9,2,6,4,0,1
199,51,440,426,364,142,89,607,766,413,3,0,7,6,4,2,1,8,9,5
580,695,642,319,487,827,912,779,214,244,4,6,5,2,3,8,9,7,0,1
525,74,144,826,42,797,452,971,522,190,6,1,2,8,0,7,4,9,5,3
702,394,98,920,762,470,250,583,55,852,6,3,1,9,7,4,2,5,0,8
622,858,485,695,645,686,730,157,132,160,4,9,3,7,5,6,8,1,0,2
853,318,781,915,996,725,128,747,966,358,6,1,5,7,9,3,0,4,8,2
2,308,95,773,418,36,446,3,661,998,0,4,3,8,5,2,6,1,7,9
255,712,703,948,822,30,759,944,199,391,2,5,4,9,7,0,6,8,1,3
370,622,482,155,99,881,297,811,493,167,4,7,5,1,0,9,3,8,6,2
466,944,46,591,582,451,7,437,343,840,5,9,1,7,6,4,0,3,2,8
633,152,187,138,535,971,222,470,796,781,6,1,2,0,5,9,3,4,8,7
173,517,844,28,194,869,35,44,979,233,3,6,7,0,4,8,1,2,9,5
381,876,132,490,115,546,506,35,25,451,4,9,3,6,2,8,7,1,0,5
969,802,441,741,649,847,593,911,924,468,9,5,0,4,3,6,2,7,8,1
366,746,123,145,45,580,875,869,57,163,5,7,2,3,0,6,9,8,1,4
918,199,527,677,376,197,861,769,639,331,9,1,4,6,3,0,8,7,5,2
225,313,792,422,829,707,598,490,364,118,1,2,8,4,9,7,6,5,3,0
97,865,959,433,865,180,250,464,458,436,0,7,9,3,8,1,2,6,5,4
795,856,48,851,661,929,743,135,124,179,6,8,0,7,4,9,5,2,1,3
391,122,906,941,915,332,325,589,397,551,3,0,7,9,8,2,1,6,4,5
783,816,936,529,959,108,634,634,225,210,6,7,8,3,9,0,4,5,2,1
429,743,825,73,339,864,60,620,832,821,3,5,7,1,2,9,0,4,8,6
252,898,274,108,446,702,607,267,556,105,2,9,4,1,5,8,7,3,6,0
557,559,159,473,40,893,965,914,957,795,3,4,1,2,0,6,9,7,8,5
460,361,618,191,383,70,983,586,387,763,5,2,7,1,3,0,9,6,4,8
347,451,654,113,363,338,114,238,213,348,5,8,9,0,7,4,1,3,2,6
90,386,694,889,575,85,74,928,170,159,2,5,7,8,6,1,0,9,4,3
476,476,805,629,923,681,455,748,656,736,1,2,8,3,9,5,0,7,4,6
195,945,57,749,450,104,864,334,880,80,3,9,0,6,5,2,7,4,8,1
342,852,393,658,612,425,867,208,186,721,2,8,3,6,5,4,9,1,0,7
487,371,424,387,582,35,924,299,84,583,6,3,5,4,7,0,9,2,1,8
885,596,318,958,163,905,843,963,361,744,6,3,1,8,0,7,5,9,2,4
898,253,439,744,963,712,506,286,264,778,8,0,3,6,9,5,4,2,1,7
783,616,311,76,731,114,29,859,244,998,7,5,4,1,6,2,0,8,3,9
624,283,592,88,675,402,890,11,354,217,7,3,6,1,8,5,9,0,4,2
64,475,429,396,767,918,523,131,224,564,0,5,4,3,8,9,6,1,2,7
800,621,62,279,879,818,643,920,359,398,6,4,0,1,8,7,5,9,2,3
533,549,158,527,15,905,747,717,190,770,4,5,1,3,0,9,7,6,2,8
95,216,128,545,914,981,510,337,885,173,0,3,1,6,8,9,5,4,7,2
571,692,886,621,376,141,577,550,583,429,4,8,9,7,1,0,5,3,6,2
774,63,47,608,824,57,8,826,882,716,6,3,1,4,7,2,0,8,9,5
350,370,289,741,850,788,974,635,363,511,1,3,0,6,8,7,9,5,2,4
249,812,642,940,968,940,63,186,905,512,2,5,4,7,9,8,0,1,6,3
500,491,407,962,193,749,23,314,356,118,7,6,5,9,2,8,0,3,4,1
161,67,640,764,761,864,70,889,901,628,2,0,4,6,5,7,1,8,9,3
281,147,462,553,495,244,337,759,960,935,2,0,4,6,5,1,3,7,9,8
512,94,973,946,366,765,814,698,283,800,3,0,9,8,2,5,7,4,1,6
794,689,27,292,826,758,445,610,725,422,8,5,0,1,9,7,3,4,6,2
598,541,8,107,69,48,728,469,475,17,8,7,0,4,3,2,9,5,6,1
190,594,40,850,939,729,159,332,918,806,2,4,0,7,9,5,1,3,8,6
793,471,235,265,534,972,448,201,213,885,7,5,2,3,6,9,4,0,1,8
35,934,910,785,884,547,785,619,869,711,0,9,8,4,7,1,5,2,6,3
740,144,692,208,662,874,111,789,54,669,7,2,6,3,4,9,1,8,0,5
879,621,380,448,306,447,698,906,398,251,8,6,2,5,1,4,7,9,3,0
852,804,62,669,132,860,483,396,304,574,8,7,0,6,1,9,4,3,2,5
242,235,99,605,180,282,222,536,959,670,4,3,0,7,1,5,2,6,9,8
143,34,686,361,434,632,856,912,491,526,1,0,7,2,3,6,8,9,4,5
419,753,218,348,253,985,726,724,727,526,3,8,0,2,1,9,6,5,7,4
444,737,106,701,804,795,635,625,893,13,2,6,1,5,8,7,4,3,9,0
398,516,321,813,365,211,449,612,631,308,4,6,2,9,3,0,5,7,8,1
